inv_numb,node,x,y,w,h,neighbors
inv-0115,"(33, 4)",849,1500,104,88,"[(33, 3), (33, 5)]"
inv-0115,"(33, 5)",1014,1532,104,18,"[(33, 4)]"
inv-0118,"(0, 0)",178,127,87,17,"[(1, 0)]"
inv-0118,"(1, 0)",163,158,116,17,"[(0, 0), (2, 0)]"
inv-0118,"(2, 0)",183,184,77,13,"[(1, 0), (3, 0)]"
inv-0118,"(3, 0)",157,265,1021,30,"[(2, 0), (4, 0)]"
inv-0118,"(4, 0)",113,300,984,29,"[(3, 0), (5, 0)]"
inv-0118,"(5, 0)",145,370,154,17,"[(4, 0), (6, 0), (5, 1)]"
inv-0118,"(5, 1)",352,369,73,20,"[(6, 1), (5, 0), (5, 2)]"
inv-0118,"(5, 2)",473,368,124,18,"[(6, 2), (5, 1), (5, 3)]"
inv-0118,"(5, 3)",659,368,110,22,"[(5, 2), (5, 4)]"
inv-0118,"(5, 4)",854,367,98,23,"[(5, 3), (5, 5)]"
inv-0118,"(5, 5)",1036,367,96,17,"[(5, 4)]"
inv-0118,"(6, 0)",186,403,71,18,"[(5, 0), (7, 0)]"
inv-0118,"(6, 1)",654,396,120,23,"[(5, 1), (7, 1), (6, 2)]"
inv-0118,"(6, 2)",843,396,114,23,"[(5, 2), (6, 1)]"
inv-0118,"(7, 0)",692,424,50,22,"[(6, 0), (8, 0), (7, 1)]"
inv-0118,"(7, 1)",878,424,51,22,"[(6, 1), (8, 1), (7, 0)]"
inv-0118,"(8, 0)",148,456,150,20,"[(7, 0), (9, 0), (8, 1)]"
inv-0118,"(8, 1)",344,455,33,18,"[(7, 1), (9, 1), (8, 0), (8, 2)]"
inv-0118,"(8, 2)",464,455,43,21,"[(8, 1), (8, 3)]"
inv-0118,"(8, 3)",632,454,84,21,"[(8, 2), (8, 4)]"
inv-0118,"(8, 4)",830,453,110,22,"[(8, 3), (8, 5)]"
inv-0118,"(8, 5)",1002,453,165,18,"[(8, 4)]"
inv-0118,"(9, 0)",149,481,147,22,"[(8, 0), (10, 0)]"
inv-0118,"(9, 1)",1002,487,165,12,"[(8, 1), (10, 1)]"
inv-0118,"(10, 0)",134,508,178,21,"[(9, 0), (11, 0)]"
inv-0118,"(10, 1)",1002,516,97,15,"[(9, 1), (11, 1), (10, 2)]"
inv-0118,"(10, 2)",1155,515,12,13,"[(10, 1)]"
inv-0118,"(11, 0)",192,534,60,22,"[(10, 0), (12, 0)]"
inv-0118,"(11, 1)",1002,539,127,24,"[(10, 1), (12, 1)]"
inv-0118,"(12, 0)",125,566,196,17,"[(11, 0), (13, 0)]"
inv-0118,"(12, 1)",1002,574,105,18,"[(11, 1), (13, 1)]"
inv-0118,"(13, 0)",184,593,77,13,"[(12, 0), (14, 0)]"
inv-0118,"(13, 1)",1002,603,113,17,"[(12, 1), (14, 1)]"
inv-0118,"(14, 0)",145,619,158,68,"[(13, 0), (15, 0)]"
inv-0118,"(14, 1)",1002,626,153,47,"[(13, 1)]"
inv-0118,"(15, 0)",181,697,84,16,"[(14, 0), (16, 0)]"
inv-0118,"(16, 0)",150,722,147,16,"[(15, 0), (17, 0)]"
inv-0118,"(17, 0)",173,748,100,14,"[(16, 0), (18, 0)]"
inv-0118,"(18, 0)",167,770,112,21,"[(17, 0), (19, 0)]"
inv-0118,"(19, 0)",130,796,187,21,"[(18, 0), (20, 0)]"
inv-0118,"(20, 0)",128,823,6,20,"[(19, 0), (21, 0), (20, 1)]"
inv-0118,"(20, 1)",305,823,8,4,"[(20, 0)]"
inv-0118,"(21, 0)",135,827,185,15,"[(20, 0), (22, 0)]"
inv-0118,"(22, 0)",155,854,138,13,"[(21, 0), (23, 0)]"
inv-0118,"(23, 0)",154,875,140,21,"[(22, 0), (24, 0)]"
inv-0118,"(24, 0)",167,907,115,16,"[(23, 0), (25, 0)]"
inv-0118,"(25, 0)",152,933,145,16,"[(24, 0), (26, 0)]"
inv-0118,"(26, 0)",181,954,87,16,"[(25, 0), (27, 0)]"
inv-0118,"(27, 0)",166,984,116,17,"[(26, 0), (28, 0)]"
inv-0118,"(28, 0)",186,1011,77,13,"[(27, 0), (29, 0)]"
inv-0118,"(29, 0)",159,1094,932,28,"[(28, 0), (30, 0)]"
inv-0118,"(30, 0)",189,1124,867,23,"[(29, 0), (31, 0)]"
inv-0118,"(31, 0)",190,1155,180,21,"[(30, 0), (32, 0), (31, 1)]"
inv-0118,"(31, 1)",424,1154,537,22,"[(31, 0)]"
inv-0118,"(32, 0)",160,1212,946,28,"[(31, 0), (33, 0)]"
inv-0118,"(33, 0)",160,1277,721,28,"[(32, 0), (34, 0)]"
inv-0118,"(34, 0)",116,1311,1065,28,"[(33, 0), (35, 0)]"
inv-0118,"(35, 0)",116,1347,82,20,"[(34, 0), (36, 0)]"
inv-0118,"(36, 0)",154,1379,1027,26,"[(35, 0), (37, 0)]"
inv-0118,"(37, 0)",193,1413,988,27,"[(36, 0), (38, 0)]"
inv-0118,"(38, 0)",190,1445,991,29,"[(37, 0), (39, 0)]"
inv-0118,"(39, 0)",191,1479,991,27,"[(38, 0), (40, 0)]"
inv-0118,"(40, 0)",194,1512,988,28,"[(39, 0), (41, 0)]"
inv-0118,"(41, 0)",191,1545,991,28,"[(40, 0), (42, 0)]"
inv-0118,"(42, 0)",191,1580,259,27,"[(41, 0)]"
inv-0119,"(0, 0)",239,131,925,22,"[(1, 0)]"
inv-0119,"(1, 0)",188,169,91,14,"[(0, 0), (2, 0), (1, 1)]"
inv-0119,"(1, 1)",326,165,707,21,"[(2, 1), (1, 0), (1, 2)]"
inv-0119,"(1, 2)",1156,158,23,21,"[(1, 1)]"
inv-0119,"(2, 0)",159,313,3,4,"[(1, 0), (3, 0), (2, 1)]"
inv-0119,"(2, 1)",207,302,318,17,"[(1, 1), (3, 1), (2, 0)]"
inv-0119,"(3, 0)",40,529,468,290,"[(2, 0), (3, 1)]"
inv-0119,"(3, 1)",129,529,27,13,"[(2, 1), (3, 0)]"
inv-0119,"(3, 2)",509,611,12,17,"[(3, 3)]"
inv-0119,"(3, 3)",660,479,130,232,"[(3, 2), (3, 4)]"
inv-0119,"(3, 4)",798,522,280,112,"[(3, 3)]"
inv-0119,"(4, 0)",640,1530,383,76,"[(5, 0), (4, 1)]"
inv-0119,"(4, 1)",1074,1598,37,6,"[(5, 1), (4, 0)]"
inv-0119,"(5, 0)",249,1623,269,71,"[(4, 0), (6, 0), (5, 1)]"
inv-0119,"(5, 1)",661,1648,7,10,"[(4, 1), (5, 0), (5, 2)]"
inv-0119,"(5, 2)",746,1618,10,20,"[(5, 1)]"
inv-0119,"(6, 0)",1101,199,8,14,"[(5, 0)]"
inv-0119,"(7, 0)",774,639,43,42,"[(8, 0)]"
inv-0119,"(8, 0)",794,449,9,30,"[(7, 0)]"
inv-0120,"(0, 0)",85,74,126,16,"[(1, 0), (0, 1)]"
inv-0120,"(0, 1)",244,77,131,16,"[(1, 1), (0, 0), (0, 2)]"
inv-0120,"(0, 2)",460,77,37,13,"[(1, 2), (0, 1), (0, 3)]"
inv-0120,"(0, 3)",565,77,238,16,"[(1, 3), (0, 2), (0, 4)]"
inv-0120,"(0, 4)",1017,73,529,24,"[(0, 3)]"
inv-0120,"(1, 0)",85,96,114,32,"[(0, 0), (2, 0), (1, 1)]"
inv-0120,"(1, 1)",245,102,125,16,"[(0, 1), (2, 1), (1, 0), (1, 2)]"
inv-0120,"(1, 2)",565,105,16,9,"[(0, 2), (2, 2), (1, 1), (1, 3)]"
inv-0120,"(1, 3)",782,104,25,14,"[(0, 3), (1, 2)]"
inv-0120,"(2, 0)",243,135,72,14,"[(1, 0), (3, 0), (2, 1)]"
inv-0120,"(2, 1)",537,134,84,11,"[(1, 1), (3, 1), (2, 0)]"
inv-0120,"(2, 2)",1529,136,17,14,"[(1, 2), (3, 2)]"
inv-0120,"(3, 0)",111,156,78,14,"[(2, 0), (4, 0), (3, 1)]"
inv-0120,"(3, 1)",242,154,42,14,"[(2, 1), (4, 1), (3, 0), (3, 2)]"
inv-0120,"(3, 2)",538,158,554,15,"[(2, 2), (4, 2), (3, 1)]"
inv-0120,"(3, 3)",1525,161,25,14,[]
inv-0120,"(4, 0)",242,178,135,14,"[(3, 0), (5, 0), (4, 1)]"
inv-0120,"(4, 1)",537,178,156,12,"[(3, 1), (5, 1), (4, 0)]"
inv-0120,"(4, 2)",1525,180,25,15,"[(3, 2), (5, 2)]"
inv-0120,"(5, 0)",84,197,126,24,"[(4, 0), (6, 0), (5, 1)]"
inv-0120,"(5, 1)",242,201,210,14,"[(4, 1), (6, 1), (5, 0)]"
inv-0120,"(5, 2)",1529,203,17,14,"[(4, 2), (6, 2)]"
inv-0120,"(6, 0)",83,223,94,36,"[(5, 0), (7, 0), (6, 1)]"
inv-0120,"(6, 1)",242,222,261,36,"[(5, 1), (7, 1), (6, 0)]"
inv-0120,"(6, 2)",1529,224,17,36,"[(5, 2), (7, 2)]"
inv-0120,"(7, 0)",243,264,85,14,"[(6, 0), (8, 0), (7, 1)]"
inv-0120,"(7, 1)",537,264,501,14,"[(6, 1), (8, 1), (7, 0)]"
inv-0120,"(7, 2)",1529,266,17,14,"[(6, 2), (8, 2)]"
inv-0120,"(8, 0)",242,284,42,14,"[(7, 0), (9, 0), (8, 1)]"
inv-0120,"(8, 1)",537,284,395,14,"[(7, 1), (9, 1), (8, 0)]"
inv-0120,"(8, 2)",1524,286,26,15,"[(7, 2), (9, 2)]"
inv-0120,"(9, 0)",242,304,147,14,"[(8, 0), (10, 0), (9, 1)]"
inv-0120,"(9, 1)",537,304,158,12,"[(8, 1), (10, 1), (9, 0)]"
inv-0120,"(9, 2)",1524,306,26,15,"[(8, 2), (10, 2)]"
inv-0120,"(10, 0)",243,324,193,13,"[(9, 0), (11, 0), (10, 1)]"
inv-0120,"(10, 1)",537,324,154,14,"[(9, 1), (11, 1), (10, 0)]"
inv-0120,"(10, 2)",1528,326,17,14,"[(9, 2)]"
inv-0120,"(11, 0)",242,344,574,14,"[(10, 0), (12, 0)]"
inv-0120,"(11, 1)",1528,346,17,15,"[(10, 1), (12, 1)]"
inv-0120,"(12, 0)",586,380,58,14,"[(11, 0), (13, 0)]"
inv-0120,"(12, 1)",1356,373,49,14,"[(11, 1), (13, 1)]"
inv-0120,"(13, 0)",92,425,20,28,"[(12, 0), (14, 0), (13, 1)]"
inv-0120,"(13, 1)",130,425,81,32,"[(12, 1), (14, 1), (13, 0), (13, 2)]"
inv-0120,"(13, 2)",225,416,228,49,"[(14, 2), (13, 1), (13, 3)]"
inv-0120,"(13, 3)",480,424,60,32,"[(14, 3), (13, 2), (13, 4)]"
inv-0120,"(13, 4)",579,400,72,12,"[(14, 4), (13, 3), (13, 5)]"
inv-0120,"(13, 5)",680,416,53,49,"[(14, 5), (13, 4), (13, 6)]"
inv-0120,"(13, 6)",746,399,73,83,"[(14, 6), (13, 5), (13, 7)]"
inv-0120,"(13, 7)",828,399,114,80,"[(14, 7), (13, 6), (13, 8)]"
inv-0120,"(13, 8)",965,408,46,65,"[(14, 8), (13, 7), (13, 9)]"
inv-0120,"(13, 9)",1042,416,38,46,"[(14, 9), (13, 8), (13, 10)]"
inv-0120,"(13, 10)",1105,400,79,83,"[(14, 10), (13, 9), (13, 11)]"
inv-0120,"(13, 11)",1195,400,111,80,"[(14, 11), (13, 10), (13, 12)]"
inv-0120,"(13, 12)",1326,393,104,29,"[(14, 12), (13, 11), (13, 13)]"
inv-0120,"(13, 13)",1454,409,111,66,"[(14, 13), (13, 12)]"
inv-0120,"(14, 0)",97,514,10,12,"[(13, 0), (15, 0), (14, 1)]"
inv-0120,"(14, 1)",168,515,8,11,"[(13, 1), (14, 0), (14, 2)]"
inv-0120,"(14, 2)",338,516,4,9,"[(13, 2), (14, 1), (14, 3)]"
inv-0120,"(14, 3)",504,516,12,9,"[(13, 3), (14, 2), (14, 4)]"
inv-0120,"(14, 4)",574,516,7,9,"[(13, 4), (14, 3), (14, 5)]"
inv-0120,"(14, 5)",627,516,14,9,"[(13, 5), (14, 4), (14, 6)]"
inv-0120,"(14, 6)",703,516,6,9,"[(13, 6), (14, 5), (14, 7)]"
inv-0120,"(14, 7)",779,516,7,9,"[(13, 7), (14, 6), (14, 8)]"
inv-0120,"(14, 8)",884,516,6,9,"[(13, 8), (14, 7), (14, 9)]"
inv-0120,"(14, 9)",985,516,7,9,"[(13, 9), (14, 8), (14, 10)]"
inv-0120,"(14, 10)",1061,516,5,10,"[(13, 10), (14, 9), (14, 11)]"
inv-0120,"(14, 11)",1141,516,6,10,"[(13, 11), (14, 10), (14, 12)]"
inv-0120,"(14, 12)",1249,517,6,9,"[(13, 12), (14, 11), (14, 13)]"
inv-0120,"(14, 13)",1329,517,12,9,"[(13, 13), (14, 12), (14, 14)]"
inv-0120,"(14, 14)",1393,517,19,10,"[(14, 13), (14, 15)]"
inv-0120,"(14, 15)",1503,518,11,9,"[(14, 14)]"
inv-0120,"(15, 0)",548,247,15,8,"[(14, 0), (16, 0)]"
inv-0120,"(16, 0)",567,463,22,11,"[(15, 0), (17, 0), (16, 1)]"
inv-0120,"(16, 1)",601,429,64,80,"[(17, 1), (16, 0)]"
inv-0120,"(17, 0)",1319,436,28,65,"[(16, 0), (17, 1)]"
inv-0120,"(17, 1)",1374,447,55,43,"[(16, 1), (17, 0)]"
inv-0121,"(0, 0)",72,38,487,15,"[(1, 0)]"
inv-0121,"(0, 1)",1670,39,43,11,"[(1, 1)]"
inv-0121,"(1, 0)",89,118,19,29,"[(0, 0), (2, 0), (1, 1)]"
inv-0121,"(1, 1)",126,118,86,32,"[(0, 1), (2, 1), (1, 0), (1, 2)]"
inv-0121,"(1, 2)",223,109,229,49,"[(2, 2), (1, 1), (1, 3)]"
inv-0121,"(1, 3)",478,117,60,32,"[(2, 3), (1, 2), (1, 4)]"
inv-0121,"(1, 4)",577,74,73,31,"[(2, 4), (1, 3), (1, 5)]"
inv-0121,"(1, 5)",679,109,53,48,"[(2, 5), (1, 4), (1, 6)]"
inv-0121,"(1, 6)",746,92,73,81,"[(2, 6), (1, 5), (1, 7)]"
inv-0121,"(1, 7)",828,92,112,79,"[(2, 7), (1, 6), (1, 8)]"
inv-0121,"(1, 8)",963,100,46,64,"[(2, 8), (1, 7), (1, 9)]"
inv-0121,"(1, 9)",1040,109,44,45,"[(2, 9), (1, 8), (1, 10)]"
inv-0121,"(1, 10)",1104,92,80,82,"[(2, 10), (1, 9), (1, 11)]"
inv-0121,"(1, 11)",1194,92,110,79,"[(2, 11), (1, 10), (1, 12)]"
inv-0121,"(1, 12)",1325,66,104,47,"[(2, 12), (1, 11), (1, 13)]"
inv-0121,"(1, 13)",1452,101,110,65,"[(2, 13), (1, 12)]"
inv-0121,"(2, 0)",94,207,10,11,"[(1, 0), (3, 0), (2, 1)]"
inv-0121,"(2, 1)",165,207,9,11,"[(1, 1), (3, 1), (2, 0), (2, 2)]"
inv-0121,"(2, 2)",338,208,4,9,"[(1, 2), (3, 2), (2, 1), (2, 3)]"
inv-0121,"(2, 3)",502,207,12,10,"[(1, 3), (3, 3), (2, 2), (2, 4)]"
inv-0121,"(2, 4)",573,207,6,10,"[(1, 4), (3, 4), (2, 3), (2, 5)]"
inv-0121,"(2, 5)",626,207,13,10,"[(1, 5), (3, 5), (2, 4), (2, 6)]"
inv-0121,"(2, 6)",702,207,7,10,"[(1, 6), (3, 6), (2, 5), (2, 7)]"
inv-0121,"(2, 7)",779,207,7,9,"[(1, 7), (3, 7), (2, 6), (2, 8)]"
inv-0121,"(2, 8)",882,207,6,9,"[(1, 8), (3, 8), (2, 7), (2, 9)]"
inv-0121,"(2, 9)",983,207,7,10,"[(1, 9), (3, 9), (2, 8), (2, 10)]"
inv-0121,"(2, 10)",1059,207,6,10,"[(1, 10), (3, 10), (2, 9), (2, 11)]"
inv-0121,"(2, 11)",1141,207,6,10,"[(1, 11), (2, 10), (2, 12)]"
inv-0121,"(2, 12)",1248,207,6,10,"[(1, 12), (2, 11), (2, 13)]"
inv-0121,"(2, 13)",1328,208,12,9,"[(1, 13), (2, 12), (2, 14)]"
inv-0121,"(2, 14)",1392,208,19,9,"[(2, 13), (2, 15)]"
inv-0121,"(2, 15)",1502,208,10,9,"[(2, 14)]"
inv-0121,"(3, 0)",109,227,4,11,"[(2, 0), (4, 0), (3, 1)]"
inv-0121,"(3, 1)",224,226,196,15,"[(2, 1), (3, 0), (3, 2)]"
inv-0121,"(3, 2)",561,226,23,11,"[(2, 2), (3, 1), (3, 3)]"
inv-0121,"(3, 3)",599,229,14,8,"[(2, 3), (3, 2), (3, 4)]"
inv-0121,"(3, 4)",692,226,45,11,"[(2, 4), (3, 3), (3, 5)]"
inv-0121,"(3, 5)",765,226,56,11,"[(2, 5), (3, 4), (3, 6)]"
inv-0121,"(3, 6)",870,226,72,11,"[(2, 6), (3, 5), (3, 7)]"
inv-0121,"(3, 7)",950,226,73,13,"[(2, 7), (3, 6), (3, 8)]"
inv-0121,"(3, 8)",1031,226,28,11,"[(2, 8), (3, 7), (3, 9)]"
inv-0121,"(3, 9)",1122,226,65,11,"[(2, 9), (3, 8), (3, 10)]"
inv-0121,"(3, 10)",1237,226,71,11,"[(2, 10), (3, 9)]"
inv-0121,"(4, 0)",224,243,140,14,"[(3, 0), (5, 0)]"
inv-0121,"(5, 0)",224,260,170,15,"[(4, 0), (6, 0)]"
inv-0121,"(6, 0)",224,280,197,12,"[(5, 0), (7, 0)]"
inv-0121,"(7, 0)",224,294,199,15,"[(6, 0), (8, 0)]"
inv-0121,"(8, 0)",224,314,174,12,"[(7, 0), (9, 0)]"
inv-0121,"(9, 0)",224,331,182,12,"[(8, 0), (10, 0)]"
inv-0121,"(10, 0)",224,346,221,15,"[(9, 0), (11, 0)]"
inv-0121,"(11, 0)",224,364,224,14,"[(10, 0), (12, 0)]"
inv-0121,"(12, 0)",224,381,204,14,"[(11, 0), (13, 0)]"
inv-0121,"(13, 0)",224,397,175,15,"[(12, 0), (14, 0)]"
inv-0121,"(14, 0)",224,415,199,14,"[(13, 0), (15, 0)]"
inv-0121,"(15, 0)",224,432,218,14,"[(14, 0), (16, 0)]"
inv-0121,"(16, 0)",224,449,105,15,"[(15, 0), (17, 0), (16, 1)]"
inv-0121,"(16, 1)",631,452,38,11,"[(17, 1), (16, 0), (16, 2)]"
inv-0121,"(16, 2)",673,450,7,13,"[(17, 2), (16, 1), (16, 3)]"
inv-0121,"(16, 3)",743,447,26,10,"[(17, 3), (16, 2)]"
inv-0121,"(16, 4)",1374,457,27,7,"[(17, 4)]"
inv-0121,"(17, 0)",225,470,113,11,"[(16, 0), (18, 0), (17, 1)]"
inv-0121,"(17, 1)",582,467,164,17,"[(16, 1), (18, 1), (17, 0), (17, 2)]"
inv-0121,"(17, 2)",871,469,71,12,"[(16, 2), (18, 2), (17, 1), (17, 3)]"
inv-0121,"(17, 3)",1017,470,9,11,"[(16, 3), (18, 3), (17, 2), (17, 4)]"
inv-0121,"(17, 4)",1122,469,65,12,"[(16, 4), (17, 3), (17, 5)]"
inv-0121,"(17, 5)",1226,468,85,17,"[(17, 4), (17, 6)]"
inv-0121,"(17, 6)",1338,468,60,17,"[(17, 5)]"
inv-0121,"(18, 0)",83,498,94,28,"[(17, 0), (19, 0), (18, 1)]"
inv-0121,"(18, 1)",246,498,219,31,"[(17, 1), (19, 1), (18, 0), (18, 2)]"
inv-0121,"(18, 2)",553,488,258,41,"[(17, 2), (19, 2), (18, 1), (18, 3)]"
inv-0121,"(18, 3)",930,488,527,41,"[(17, 3), (19, 3), (18, 2)]"
inv-0121,"(19, 0)",84,532,60,11,"[(18, 0), (20, 0), (19, 1)]"
inv-0121,"(19, 1)",246,533,423,47,"[(18, 1), (20, 1), (19, 0), (19, 2)]"
inv-0121,"(19, 2)",783,533,37,11,"[(18, 2), (20, 2), (19, 1)]"
inv-0121,"(19, 3)",1164,533,142,37,"[(18, 3), (19, 4)]"
inv-0121,"(19, 4)",1433,534,37,11,"[(19, 3)]"
inv-0121,"(20, 0)",569,586,41,8,"[(19, 0), (21, 0), (20, 1)]"
inv-0121,"(20, 1)",783,584,37,10,"[(19, 1), (21, 1), (20, 0), (20, 2)]"
inv-0121,"(20, 2)",1026,584,489,11,"[(19, 2), (20, 1)]"
inv-0121,"(21, 0)",89,606,616,16,"[(20, 0), (22, 0)]"
inv-0121,"(21, 1)",1538,610,15,15,"[(20, 1), (22, 1)]"
inv-0121,"(22, 0)",88,642,244,14,"[(21, 0), (23, 0), (22, 1)]"
inv-0121,"(22, 1)",464,625,157,31,"[(21, 1), (23, 1), (22, 0), (22, 2)]"
inv-0121,"(22, 2)",922,626,152,11,"[(23, 2), (22, 1)]"
inv-0121,"(22, 3)",1538,641,15,14,[]
inv-0121,"(23, 0)",89,659,328,58,"[(22, 0), (24, 0), (23, 1)]"
inv-0121,"(23, 1)",601,659,857,58,"[(22, 1), (24, 1), (23, 0), (23, 2)]"
inv-0121,"(23, 2)",1534,703,24,14,"[(22, 2), (24, 2), (23, 1)]"
inv-0121,"(24, 0)",89,722,326,57,"[(23, 0), (25, 0), (24, 1)]"
inv-0121,"(24, 1)",421,721,280,78,"[(23, 1), (25, 1), (24, 0), (24, 2)]"
inv-0121,"(24, 2)",807,736,23,61,"[(23, 2), (25, 2), (24, 1), (24, 3)]"
inv-0121,"(24, 3)",856,721,414,57,"[(25, 3), (24, 2), (24, 4)]"
inv-0121,"(24, 4)",1379,721,48,12,"[(25, 4), (24, 3), (24, 5)]"
inv-0121,"(24, 5)",1534,737,23,61,"[(24, 4)]"
inv-0121,"(25, 0)",90,803,291,50,"[(24, 0), (26, 0), (25, 1)]"
inv-0121,"(25, 1)",589,803,88,26,"[(24, 1), (26, 1), (25, 0), (25, 2)]"
inv-0121,"(25, 2)",807,838,23,14,"[(24, 2), (26, 2), (25, 1), (25, 3)]"
inv-0121,"(25, 3)",857,802,618,30,"[(24, 3), (26, 3), (25, 2), (25, 4)]"
inv-0121,"(25, 4)",1534,838,23,15,"[(24, 4), (25, 3)]"
inv-0121,"(26, 0)",90,857,670,68,"[(25, 0), (27, 0), (26, 1)]"
inv-0121,"(26, 1)",807,892,23,14,"[(25, 1), (27, 1), (26, 0), (26, 2)]"
inv-0121,"(26, 2)",857,857,570,67,"[(25, 2), (26, 1), (26, 3)]"
inv-0121,"(26, 3)",1534,893,23,14,"[(25, 3), (26, 2)]"
inv-0121,"(27, 0)",176,928,492,84,"[(26, 0), (28, 0), (27, 1)]"
inv-0121,"(27, 1)",863,927,546,153,"[(26, 1), (28, 1), (27, 0)]"
inv-0121,"(28, 0)",565,155,22,11,"[(27, 0), (29, 0), (28, 1)]"
inv-0121,"(28, 1)",599,122,65,79,"[(27, 1), (29, 1), (28, 0)]"
inv-0121,"(29, 0)",1318,127,28,64,"[(28, 0), (29, 1)]"
inv-0121,"(29, 1)",1373,139,55,42,"[(28, 1), (29, 0)]"
inv-0121,"(30, 0)",348,767,7,8,"[(31, 0), (30, 1)]"
inv-0121,"(30, 1)",439,767,90,32,"[(30, 0)]"
inv-0121,"(31, 0)",1083,766,32,9,"[(30, 0)]"
inv-0122,"(0, 0)",1017,13,149,43,"[(1, 0)]"
inv-0122,"(1, 0)",995,108,175,23,"[(0, 0), (2, 0)]"
inv-0122,"(2, 0)",1053,139,117,23,"[(1, 0), (3, 0)]"
inv-0122,"(3, 0)",1010,170,159,18,"[(2, 0), (4, 0)]"
inv-0122,"(4, 0)",916,201,249,22,"[(3, 0), (5, 0)]"
inv-0122,"(5, 0)",83,235,407,25,"[(4, 0), (6, 0)]"
inv-0122,"(6, 0)",466,327,324,25,"[(5, 0), (7, 0)]"
inv-0122,"(7, 0)",543,359,170,23,"[(6, 0), (8, 0)]"
inv-0122,"(8, 0)",83,457,338,21,"[(7, 0), (9, 0), (8, 1)]"
inv-0122,"(8, 1)",640,452,338,22,"[(9, 1), (8, 0)]"
inv-0122,"(9, 0)",84,485,341,51,"[(8, 0), (10, 0), (9, 1)]"
inv-0122,"(9, 1)",640,481,241,51,"[(8, 1), (9, 0), (9, 2)]"
inv-0122,"(9, 2)",939,508,103,17,"[(9, 1)]"
inv-0122,"(10, 0)",123,597,1051,30,"[(9, 0), (11, 0)]"
inv-0122,"(11, 0)",86,628,1088,30,"[(10, 0), (12, 0)]"
inv-0122,"(12, 0)",86,659,1088,30,"[(11, 0), (13, 0)]"
inv-0122,"(13, 0)",86,691,1089,29,"[(12, 0), (14, 0)]"
inv-0122,"(14, 0)",86,721,1088,28,"[(13, 0), (15, 0)]"
inv-0122,"(15, 0)",87,753,1088,27,"[(14, 0), (16, 0)]"
inv-0122,"(16, 0)",781,785,15,17,"[(15, 0), (17, 0), (16, 1)]"
inv-0122,"(16, 1)",998,784,8,4,"[(16, 0)]"
inv-0122,"(17, 0)",87,788,1088,23,"[(16, 0), (18, 0)]"
inv-0122,"(18, 0)",87,819,601,25,"[(17, 0), (19, 0)]"
inv-0122,"(19, 0)",105,877,818,26,"[(18, 0), (20, 0), (19, 1)]"
inv-0122,"(19, 1)",976,876,200,22,"[(19, 0)]"
inv-0122,"(20, 0)",140,906,1037,27,"[(19, 0), (21, 0)]"
inv-0122,"(21, 0)",141,939,1036,28,"[(20, 0), (22, 0)]"
inv-0122,"(22, 0)",141,973,398,25,"[(21, 0), (23, 0)]"
inv-0122,"(23, 0)",89,1007,10,18,"[(22, 0), (24, 0), (23, 1)]"
inv-0122,"(23, 1)",162,1007,384,22,"[(24, 1), (23, 0)]"
inv-0122,"(24, 0)",637,1069,80,21,"[(23, 0), (25, 0), (24, 1)]"
inv-0122,"(24, 1)",752,1068,129,23,"[(23, 1), (25, 1), (24, 0), (24, 2)]"
inv-0122,"(24, 2)",916,1067,75,23,"[(25, 2), (24, 1)]"
inv-0122,"(25, 0)",114,1099,263,22,"[(24, 0), (26, 0), (25, 1)]"
inv-0122,"(25, 1)",449,1097,27,20,"[(24, 1), (26, 1), (25, 0), (25, 2)]"
inv-0122,"(25, 2)",533,1096,67,18,"[(24, 2), (26, 2), (25, 1), (25, 3)]"
inv-0122,"(25, 3)",662,1103,23,14,"[(26, 3), (25, 2), (25, 4)]"
inv-0122,"(25, 4)",767,1096,105,23,"[(26, 4), (25, 3), (25, 5)]"
inv-0122,"(25, 5)",916,1101,74,17,"[(26, 5), (25, 4), (25, 6)]"
inv-0122,"(25, 6)",1050,1108,95,18,"[(25, 5)]"
inv-0122,"(26, 0)",201,1136,87,14,"[(25, 0), (27, 0), (26, 1)]"
inv-0122,"(26, 1)",444,1134,37,12,"[(25, 1), (27, 1), (26, 0), (26, 2)]"
inv-0122,"(26, 2)",538,1133,56,12,"[(25, 2), (26, 1), (26, 3)]"
inv-0122,"(26, 3)",645,1126,64,23,"[(25, 3), (26, 2), (26, 4)]"
inv-0122,"(26, 4)",795,1125,49,21,"[(25, 4), (26, 3), (26, 5)]"
inv-0122,"(26, 5)",914,1130,78,14,"[(25, 5), (26, 4)]"
inv-0122,"(27, 0)",632,1155,90,22,"[(26, 0), (28, 0), (27, 1)]"
inv-0122,"(27, 1)",948,1159,10,11,"[(26, 1), (28, 1), (27, 0)]"
inv-0122,"(28, 0)",90,1204,76,22,"[(27, 0), (29, 0), (28, 1)]"
inv-0122,"(28, 1)",215,1202,187,33,"[(27, 1), (29, 1), (28, 0), (28, 2)]"
inv-0122,"(28, 2)",633,1184,89,52,"[(29, 2), (28, 1), (28, 3)]"
inv-0122,"(28, 3)",765,1183,111,52,"[(29, 3), (28, 2), (28, 4)]"
inv-0122,"(28, 4)",1018,1211,14,17,"[(29, 4), (28, 3)]"
inv-0122,"(29, 0)",91,1236,245,19,"[(28, 0), (30, 0), (29, 1)]"
