inv_numb,node,x,y,w,h,neighbors
inv-0026,"(30, 7)",1001,836,25,10,"[(30, 6), (30, 8)]"
inv-0026,"(30, 8)",1188,838,32,9,"[(30, 7), (30, 9)]"
inv-0026,"(30, 9)",1310,839,39,9,"[(30, 8)]"
inv-0026,"(31, 0)",72,861,65,10,"[(30, 0), (32, 0)]"
inv-0026,"(32, 0)",71,879,287,28,"[(31, 0), (33, 0), (32, 1)]"
inv-0026,"(32, 1)",452,881,21,10,"[(32, 0), (32, 2)]"
inv-0026,"(32, 2)",512,884,16,7,"[(32, 1), (32, 3)]"
inv-0026,"(32, 3)",666,883,31,9,"[(32, 2), (32, 4)]"
inv-0026,"(32, 4)",756,883,40,10,"[(32, 3), (32, 5)]"
inv-0026,"(32, 5)",876,884,40,10,"[(32, 4), (32, 6)]"
inv-0026,"(32, 6)",930,884,64,12,"[(32, 5), (32, 7)]"
inv-0026,"(32, 7)",1000,885,26,10,"[(32, 6), (32, 8)]"
inv-0026,"(32, 8)",1188,887,31,9,"[(32, 7), (32, 9)]"
inv-0026,"(32, 9)",1309,888,39,9,"[(32, 8)]"
inv-0026,"(33, 0)",72,910,64,10,"[(32, 0), (34, 0)]"
inv-0026,"(34, 0)",71,928,286,27,"[(33, 0), (35, 0), (34, 1)]"
inv-0026,"(34, 1)",451,930,21,10,"[(34, 0), (34, 2)]"
inv-0026,"(34, 2)",511,933,17,7,"[(34, 1), (34, 3)]"
inv-0026,"(34, 3)",666,932,31,9,"[(34, 2), (34, 4)]"
inv-0026,"(34, 4)",755,932,40,10,"[(34, 3), (34, 5)]"
inv-0026,"(34, 5)",876,933,40,10,"[(34, 4), (34, 6)]"
inv-0026,"(34, 6)",929,933,64,12,"[(34, 5), (34, 7)]"
inv-0026,"(34, 7)",1000,934,25,10,"[(34, 6), (34, 8)]"
inv-0026,"(34, 8)",1187,935,32,10,"[(34, 7), (34, 9)]"
inv-0026,"(34, 9)",1309,937,39,9,"[(34, 8)]"
inv-0026,"(35, 0)",71,959,65,10,"[(34, 0), (36, 0)]"
inv-0026,"(36, 0)",71,976,286,28,"[(35, 0), (37, 0), (36, 1)]"
inv-0026,"(36, 1)",451,978,21,10,"[(36, 0), (36, 2)]"
inv-0026,"(36, 2)",511,981,16,7,"[(36, 1), (36, 3)]"
inv-0026,"(36, 3)",666,980,30,10,"[(36, 2), (36, 4)]"
inv-0026,"(36, 4)",755,981,40,10,"[(36, 3), (36, 5)]"
inv-0026,"(36, 5)",876,982,40,9,"[(36, 4), (36, 6)]"
inv-0026,"(36, 6)",929,982,64,11,"[(36, 5), (36, 7)]"
inv-0026,"(36, 7)",1000,983,25,10,"[(36, 6), (36, 8)]"
inv-0026,"(36, 8)",1187,984,31,10,"[(36, 7), (36, 9)]"
inv-0026,"(36, 9)",1308,985,39,10,"[(36, 8)]"
inv-0026,"(37, 0)",71,1008,65,10,"[(36, 0), (38, 0)]"
inv-0026,"(38, 0)",70,1025,286,28,"[(37, 0), (39, 0), (38, 1)]"
inv-0026,"(38, 1)",451,1027,20,10,"[(38, 0), (38, 2)]"
inv-0026,"(38, 2)",510,1030,16,8,"[(38, 1), (38, 3)]"
inv-0026,"(38, 3)",665,1029,31,10,"[(38, 2), (38, 4)]"
inv-0026,"(38, 4)",755,1030,39,10,"[(38, 3), (38, 5)]"
inv-0026,"(38, 5)",876,1031,39,9,"[(38, 4), (38, 6)]"
inv-0026,"(38, 6)",928,1031,64,11,"[(38, 5), (38, 7)]"
inv-0026,"(38, 7)",999,1032,26,9,"[(38, 6), (38, 8)]"
inv-0026,"(38, 8)",1186,1033,32,10,"[(38, 7), (38, 9)]"
inv-0026,"(38, 9)",1307,1034,40,10,"[(38, 8)]"
inv-0026,"(39, 0)",71,1056,64,10,"[(38, 0), (40, 0)]"
inv-0026,"(40, 0)",70,1074,286,28,"[(39, 0), (41, 0), (40, 1)]"
inv-0026,"(40, 1)",450,1076,21,10,"[(40, 0), (40, 2)]"
inv-0026,"(40, 2)",510,1079,16,7,"[(40, 1), (40, 3)]"
inv-0026,"(40, 3)",665,1078,31,9,"[(40, 2), (40, 4)]"
inv-0026,"(40, 4)",754,1078,40,10,"[(40, 3), (40, 5)]"
inv-0026,"(40, 5)",875,1079,40,10,"[(40, 4), (40, 6)]"
inv-0026,"(40, 6)",928,1079,64,12,"[(40, 5), (40, 7)]"
inv-0026,"(40, 7)",999,1080,25,10,"[(40, 6), (40, 8)]"
inv-0026,"(40, 8)",1186,1082,31,9,"[(40, 7), (40, 9)]"
inv-0026,"(40, 9)",1308,1083,39,9,"[(40, 8)]"
inv-0026,"(41, 0)",71,1105,64,10,"[(40, 0), (42, 0)]"
inv-0026,"(42, 0)",70,1123,285,27,"[(41, 0), (43, 0), (42, 1)]"
inv-0026,"(42, 1)",449,1125,21,9,"[(42, 0), (42, 2)]"
inv-0026,"(42, 2)",509,1128,17,7,"[(42, 1), (42, 3)]"
inv-0026,"(42, 3)",665,1126,30,10,"[(42, 2), (42, 4)]"
inv-0026,"(42, 4)",754,1127,39,10,"[(42, 3), (42, 5)]"
inv-0026,"(42, 5)",874,1128,40,10,"[(42, 4), (42, 6)]"
inv-0026,"(42, 6)",927,1128,65,12,"[(42, 5), (42, 7)]"
inv-0026,"(42, 7)",998,1129,26,10,"[(42, 6), (42, 8)]"
inv-0026,"(42, 8)",1186,1130,31,10,"[(42, 7), (42, 9)]"
inv-0026,"(42, 9)",1307,1131,39,10,"[(42, 8)]"
inv-0026,"(43, 0)",70,1154,64,9,"[(42, 0), (44, 0)]"
inv-0026,"(44, 0)",475,148,20,9,"[(43, 0), (45, 0), (44, 1)]"
inv-0026,"(44, 1)",528,133,77,23,"[(45, 1), (44, 0)]"
inv-0026,"(45, 0)",1363,145,60,12,"[(44, 0), (46, 0), (45, 1)]"
inv-0026,"(45, 1)",1457,148,45,9,"[(44, 1), (46, 1), (45, 0)]"
inv-0026,"(46, 0)",75,197,288,27,"[(45, 0), (46, 1)]"
inv-0026,"(46, 1)",458,199,21,9,"[(45, 1), (46, 0), (46, 2)]"
inv-0026,"(46, 2)",518,202,16,7,"[(46, 1), (46, 3)]"
inv-0026,"(46, 3)",672,200,31,10,"[(46, 2), (46, 4)]"
inv-0026,"(46, 4)",762,201,40,10,"[(46, 3), (46, 5)]"
inv-0026,"(46, 5)",883,202,149,12,"[(46, 4), (46, 6)]"
inv-0026,"(46, 6)",1194,204,31,10,"[(46, 5), (46, 7)]"
inv-0026,"(46, 7)",1315,205,39,10,"[(46, 6)]"
inv-0027,"(0, 0)",74,56,275,13,"[(1, 0)]"
inv-0027,"(0, 1)",1651,66,40,11,"[(1, 1)]"
inv-0027,"(1, 0)",75,103,290,43,"[(0, 0), (2, 0), (1, 1)]"
inv-0027,"(1, 1)",383,111,57,27,"[(0, 1), (2, 1), (1, 0), (1, 2)]"
inv-0027,"(1, 2)",504,85,65,28,"[(2, 2), (1, 1), (1, 3)]"
inv-0027,"(1, 3)",639,105,47,43,"[(2, 3), (1, 2), (1, 4)]"
inv-0027,"(1, 4)",711,105,81,43,"[(2, 4), (1, 3), (1, 5)]"
inv-0027,"(1, 5)",808,82,102,74,"[(1, 4), (1, 6)]"
inv-0027,"(1, 6)",942,99,37,57,"[(1, 5), (1, 7)]"
inv-0027,"(1, 7)",1023,115,64,25,"[(1, 6), (1, 8)]"
inv-0027,"(1, 8)",1121,107,94,44,"[(1, 7), (1, 9)]"
inv-0027,"(1, 9)",1231,92,107,59,"[(1, 8), (1, 10)]"
inv-0027,"(1, 10)",1374,90,138,28,"[(1, 9), (1, 11)]"
inv-0027,"(1, 11)",1535,109,146,45,"[(1, 10), (1, 12)]"
inv-0027,"(1, 12)",1682,116,7,9,"[(1, 11)]"
inv-0027,"(2, 0)",518,161,95,13,"[(1, 0), (3, 0), (2, 1)]"
inv-0027,"(2, 1)",847,162,33,8,"[(1, 1), (3, 1), (2, 0)]"
inv-0027,"(2, 2)",1275,157,32,7,"[(1, 2), (3, 2), (2, 3)]"
inv-0027,"(2, 3)",1384,161,20,9,"[(1, 3), (3, 3), (2, 2), (2, 4)]"
inv-0027,"(2, 4)",1438,161,85,8,"[(1, 4), (3, 4), (2, 3)]"
inv-0027,"(3, 0)",219,181,3,8,"[(2, 0), (4, 0), (3, 1)]"
inv-0027,"(3, 1)",407,182,11,8,"[(2, 1), (4, 1), (3, 0), (3, 2)]"
inv-0027,"(3, 2)",478,182,6,8,"[(2, 2), (4, 2), (3, 1), (3, 3)]"
inv-0027,"(3, 3)",560,182,11,8,"[(2, 3), (4, 3), (3, 2), (3, 4)]"
inv-0027,"(3, 4)",660,183,5,8,"[(2, 4), (4, 4), (3, 3), (3, 5)]"
inv-0027,"(3, 5)",750,184,5,7,"[(4, 5), (3, 4), (3, 6)]"
inv-0027,"(3, 6)",860,184,6,8,"[(4, 6), (3, 5), (3, 7)]"
inv-0027,"(3, 7)",959,185,6,8,"[(4, 7), (3, 6), (3, 8)]"
inv-0027,"(3, 8)",1054,185,5,8,"[(3, 7), (3, 9)]"
inv-0027,"(3, 9)",1167,186,6,8,"[(3, 8), (3, 10)]"
inv-0027,"(3, 10)",1288,187,6,7,"[(3, 9), (3, 11)]"
inv-0027,"(3, 11)",1388,187,12,8,"[(3, 10), (3, 12)]"
inv-0027,"(3, 12)",1472,188,16,7,"[(3, 11), (3, 13)]"
inv-0027,"(3, 13)",1606,189,10,8,"[(3, 12)]"
inv-0027,"(4, 0)",72,198,268,12,"[(3, 0), (5, 0), (4, 1)]"
inv-0027,"(4, 1)",456,199,20,9,"[(3, 1), (4, 0), (4, 2)]"
inv-0027,"(4, 2)",514,202,17,7,"[(3, 2), (4, 1), (4, 3)]"
inv-0027,"(4, 3)",670,200,31,10,"[(3, 3), (4, 2), (4, 4)]"
inv-0027,"(4, 4)",759,201,40,10,"[(3, 4), (4, 3), (4, 5)]"
inv-0027,"(4, 5)",881,201,148,12,"[(3, 5), (4, 4), (4, 6)]"
inv-0027,"(4, 6)",1192,203,31,10,"[(3, 6), (4, 5), (4, 7)]"
inv-0027,"(4, 7)",1313,204,39,9,"[(3, 7), (4, 6)]"
inv-0027,"(5, 0)",73,213,288,12,"[(4, 0), (6, 0)]"
inv-0027,"(6, 0)",73,229,66,9,"[(5, 0), (7, 0)]"
inv-0027,"(7, 0)",72,246,268,13,"[(6, 0), (8, 0), (7, 1)]"
inv-0027,"(7, 1)",455,247,21,10,"[(7, 0), (7, 2)]"
inv-0027,"(7, 2)",514,250,16,7,"[(7, 1), (7, 3)]"
inv-0027,"(7, 3)",670,249,31,9,"[(7, 2), (7, 4)]"
inv-0027,"(7, 4)",758,249,40,10,"[(7, 3), (7, 5)]"
inv-0027,"(7, 5)",880,250,149,11,"[(7, 4), (7, 6)]"
inv-0027,"(7, 6)",1192,252,31,9,"[(7, 5), (7, 7)]"
inv-0027,"(7, 7)",1312,252,39,10,"[(7, 6)]"
inv-0027,"(8, 0)",73,262,288,12,"[(7, 0), (9, 0)]"
inv-0027,"(9, 0)",73,277,65,10,"[(8, 0), (10, 0)]"
inv-0027,"(10, 0)",72,295,268,12,"[(9, 0), (11, 0), (10, 1)]"
inv-0027,"(10, 1)",455,296,20,10,"[(10, 0), (10, 2)]"
inv-0027,"(10, 2)",514,299,16,7,"[(10, 1), (10, 3)]"
inv-0027,"(10, 3)",669,297,32,10,"[(10, 2), (10, 4)]"
inv-0027,"(10, 4)",758,298,40,9,"[(10, 3), (10, 5)]"
inv-0027,"(10, 5)",880,298,148,12,"[(10, 4), (10, 6)]"
inv-0027,"(10, 6)",1191,300,32,10,"[(10, 5), (10, 7)]"
inv-0027,"(10, 7)",1312,301,39,10,"[(10, 6)]"
inv-0027,"(11, 0)",73,310,288,12,"[(10, 0), (12, 0)]"
inv-0027,"(12, 0)",73,326,65,10,"[(11, 0), (13, 0)]"
inv-0027,"(13, 0)",72,343,268,13,"[(12, 0), (14, 0), (13, 1)]"
inv-0027,"(13, 1)",455,345,20,9,"[(13, 0), (13, 2)]"
inv-0027,"(13, 2)",513,347,17,8,"[(13, 1), (13, 3)]"
inv-0027,"(13, 3)",669,346,31,10,"[(13, 2), (13, 4)]"
inv-0027,"(13, 4)",757,346,41,10,"[(13, 3), (13, 5)]"
inv-0027,"(13, 5)",880,347,148,12,"[(13, 4), (13, 6)]"
inv-0027,"(13, 6)",1191,349,31,10,"[(13, 5), (13, 7)]"
inv-0027,"(13, 7)",1312,350,39,9,"[(13, 6)]"
inv-0027,"(14, 0)",72,359,288,12,"[(13, 0), (15, 0)]"
inv-0027,"(15, 0)",72,375,66,9,"[(14, 0), (16, 0)]"
inv-0027,"(16, 0)",72,392,267,13,"[(15, 0), (17, 0), (16, 1)]"
inv-0027,"(16, 1)",454,393,21,10,"[(16, 0), (16, 2)]"
inv-0027,"(16, 2)",513,396,16,7,"[(16, 1), (16, 3)]"
inv-0027,"(16, 3)",669,395,31,9,"[(16, 2), (16, 4)]"
inv-0027,"(16, 4)",757,395,40,10,"[(16, 3), (16, 5)]"
inv-0027,"(16, 5)",879,396,149,11,"[(16, 4), (16, 6)]"
inv-0027,"(16, 6)",1191,398,31,9,"[(16, 5), (16, 7)]"
inv-0027,"(16, 7)",1311,398,39,10,"[(16, 6)]"
inv-0027,"(17, 0)",72,408,288,12,"[(16, 0), (18, 0)]"
inv-0027,"(18, 0)",72,423,66,10,"[(17, 0), (19, 0)]"
inv-0027,"(19, 0)",72,441,267,13,"[(18, 0), (20, 0), (19, 1)]"
inv-0027,"(19, 1)",454,442,20,10,"[(19, 0), (19, 2)]"
inv-0027,"(19, 2)",513,445,16,7,"[(19, 1), (19, 3)]"
inv-0027,"(19, 3)",669,443,31,10,"[(19, 2), (19, 4)]"
inv-0027,"(19, 4)",757,444,40,10,"[(19, 3), (19, 5)]"
inv-0027,"(19, 5)",879,445,148,11,"[(19, 4), (19, 6)]"
inv-0027,"(19, 6)",1190,446,32,10,"[(19, 5), (19, 7)]"
inv-0027,"(19, 7)",1311,447,39,10,"[(19, 6)]"
inv-0027,"(20, 0)",72,457,288,12,"[(19, 0), (21, 0)]"
inv-0027,"(21, 0)",72,472,66,10,"[(20, 0), (22, 0)]"
inv-0027,"(22, 0)",71,490,268,13,"[(21, 0), (23, 0), (22, 1)]"
inv-0027,"(22, 1)",454,491,20,10,"[(22, 0), (22, 2)]"
inv-0027,"(22, 2)",512,494,17,7,"[(22, 1), (22, 3)]"
inv-0027,"(22, 3)",668,492,31,10,"[(22, 2), (22, 4)]"
inv-0027,"(22, 4)",757,493,40,10,"[(22, 3), (22, 5)]"
inv-0027,"(22, 5)",879,493,148,12,"[(22, 4), (22, 6)]"
inv-0027,"(22, 6)",1190,495,31,10,"[(22, 5), (22, 7)]"
inv-0027,"(22, 7)",1311,496,39,10,"[(22, 6)]"
inv-0027,"(23, 0)",72,505,288,12,"[(22, 0), (24, 0)]"
inv-0027,"(24, 0)",72,521,65,9,"[(23, 0), (25, 0)]"
inv-0027,"(25, 0)",71,538,268,13,"[(24, 0), (26, 0), (25, 1)]"
inv-0027,"(25, 1)",453,539,21,10,"[(25, 0), (25, 2)]"
inv-0027,"(25, 2)",512,542,16,8,"[(25, 1), (25, 3)]"
inv-0027,"(25, 3)",668,541,31,10,"[(25, 2), (25, 4)]"
inv-0027,"(25, 4)",756,541,40,10,"[(25, 3), (25, 5)]"
inv-0027,"(25, 5)",878,542,149,11,"[(25, 4), (25, 6)]"
inv-0027,"(25, 6)",1190,544,31,10,"[(25, 5), (25, 7)]"
inv-0027,"(25, 7)",1310,545,39,9,"[(25, 6)]"
inv-0027,"(26, 0)",72,554,287,12,"[(25, 0), (27, 0)]"
inv-0027,"(27, 0)",72,570,65,9,"[(26, 0), (28, 0)]"
inv-0027,"(28, 0)",71,587,267,13,"[(27, 0), (29, 0), (28, 1)]"
inv-0027,"(28, 1)",453,588,20,10,"[(28, 0), (28, 2)]"
inv-0027,"(28, 2)",512,591,16,7,"[(28, 1), (28, 3)]"
inv-0027,"(28, 3)",668,590,31,9,"[(28, 2), (28, 4)]"
inv-0027,"(28, 4)",756,590,40,10,"[(28, 3), (28, 5)]"
inv-0027,"(28, 5)",878,591,116,11,"[(28, 4), (28, 6)]"
inv-0027,"(28, 6)",1001,591,25,10,"[(28, 5), (28, 7)]"
inv-0027,"(28, 7)",1189,592,32,10,"[(28, 6), (28, 8)]"
inv-0027,"(28, 8)",1310,593,39,10,"[(28, 7)]"
inv-0027,"(29, 0)",71,603,288,12,"[(28, 0), (30, 0)]"
inv-0027,"(30, 0)",71,618,66,10,"[(29, 0), (31, 0)]"
inv-0027,"(31, 0)",71,636,267,13,"[(30, 0), (32, 0), (31, 1)]"
inv-0027,"(31, 1)",453,637,20,10,"[(31, 0), (31, 2)]"
inv-0027,"(31, 2)",511,640,17,7,"[(31, 1), (31, 3)]"
inv-0027,"(31, 3)",667,638,31,10,"[(31, 2), (31, 4)]"
inv-0027,"(31, 4)",755,639,40,10,"[(31, 3), (31, 5)]"
inv-0027,"(31, 5)",878,639,39,10,"[(31, 4), (31, 6)]"
inv-0027,"(31, 6)",930,639,64,12,"[(31, 5), (31, 7)]"
inv-0027,"(31, 7)",1001,640,25,10,"[(31, 6), (31, 8)]"
inv-0027,"(31, 8)",1189,641,31,10,"[(31, 7), (31, 9)]"
inv-0027,"(31, 9)",1309,642,40,10,"[(31, 8)]"
inv-0027,"(32, 0)",71,651,288,12,"[(31, 0), (33, 0)]"
inv-0027,"(33, 0)",71,667,66,10,"[(32, 0), (34, 0)]"
inv-0027,"(34, 0)",71,685,267,12,"[(33, 0), (35, 0), (34, 1)]"
inv-0027,"(34, 1)",452,686,21,9,"[(34, 0), (34, 2)]"
inv-0027,"(34, 2)",511,689,16,7,"[(34, 1), (34, 3)]"
inv-0027,"(34, 3)",667,687,31,10,"[(34, 2), (34, 4)]"
inv-0027,"(34, 4)",755,688,40,9,"[(34, 3), (34, 5)]"
inv-0027,"(34, 5)",877,688,40,10,"[(34, 4), (34, 6)]"
inv-0027,"(34, 6)",930,688,64,12,"[(34, 5), (34, 7)]"
inv-0027,"(34, 7)",1000,689,26,10,"[(34, 6), (34, 8)]"
inv-0027,"(34, 8)",1189,690,31,10,"[(34, 7), (34, 9)]"
inv-0027,"(34, 9)",1309,691,39,10,"[(34, 8)]"
inv-0027,"(35, 0)",71,700,287,12,"[(34, 0), (36, 0)]"
inv-0027,"(36, 0)",71,716,66,10,"[(35, 0), (37, 0)]"
inv-0027,"(37, 0)",70,733,267,13,"[(36, 0), (38, 0), (37, 1)]"
inv-0027,"(37, 1)",452,734,20,10,"[(37, 0), (37, 2)]"
inv-0027,"(37, 2)",511,737,16,8,"[(37, 1), (37, 3)]"
inv-0027,"(37, 3)",667,736,31,9,"[(37, 2), (37, 4)]"
inv-0027,"(37, 4)",755,736,40,10,"[(37, 3), (37, 5)]"
inv-0027,"(37, 5)",877,737,40,10,"[(37, 4), (37, 6)]"
inv-0027,"(37, 6)",930,737,64,11,"[(37, 5), (37, 7)]"
inv-0027,"(37, 7)",1000,738,25,9,"[(37, 6), (37, 8)]"
inv-0027,"(37, 8)",1188,739,32,10,"[(37, 7), (37, 9)]"
inv-0027,"(37, 9)",1309,739,39,10,"[(37, 8)]"
inv-0027,"(38, 0)",71,749,287,12,"[(37, 0), (39, 0)]"
inv-0027,"(39, 0)",71,765,65,9,"[(38, 0), (40, 0)]"
inv-0027,"(40, 0)",70,782,267,13,"[(39, 0), (41, 0), (40, 1)]"
inv-0027,"(40, 1)",452,783,20,10,"[(40, 0), (40, 2)]"
inv-0027,"(40, 2)",510,786,17,7,"[(40, 1), (40, 3)]"
inv-0027,"(40, 3)",666,785,31,9,"[(40, 2), (40, 4)]"
inv-0027,"(40, 4)",755,785,40,10,"[(40, 3), (40, 5)]"
inv-0027,"(40, 5)",876,786,40,10,"[(40, 4), (40, 6)]"
inv-0027,"(40, 6)",930,786,63,11,"[(40, 5), (40, 7)]"
inv-0027,"(40, 7)",1000,787,25,9,"[(40, 6), (40, 8)]"
inv-0027,"(40, 8)",1188,788,31,9,"[(40, 7), (40, 9)]"
inv-0027,"(40, 9)",1309,788,39,10,"[(40, 8)]"
inv-0027,"(41, 0)",71,798,287,12,"[(40, 0), (42, 0)]"
inv-0027,"(42, 0)",71,813,65,10,"[(41, 0), (43, 0)]"
inv-0027,"(43, 0)",70,831,267,13,"[(42, 0), (44, 0), (43, 1)]"
inv-0027,"(43, 1)",451,832,21,10,"[(43, 0), (43, 2)]"
inv-0027,"(43, 2)",510,835,16,7,"[(43, 1), (43, 3)]"
inv-0027,"(43, 3)",666,834,31,9,"[(43, 2), (43, 4)]"
inv-0027,"(43, 4)",754,834,40,10,"[(43, 3), (43, 5)]"
inv-0027,"(43, 5)",876,835,40,9,"[(43, 4), (43, 6)]"
inv-0027,"(43, 6)",929,835,64,10,"[(43, 5), (43, 7)]"
inv-0027,"(43, 7)",1000,835,25,10,"[(43, 6), (43, 8)]"
inv-0027,"(43, 8)",1188,837,31,9,"[(43, 7), (43, 9)]"
inv-0027,"(43, 9)",1308,837,39,10,"[(43, 8)]"
inv-0027,"(44, 0)",70,847,288,12,"[(43, 0), (45, 0)]"
inv-0027,"(45, 0)",71,862,65,10,"[(44, 0), (46, 0)]"
inv-0027,"(46, 0)",70,880,266,13,"[(45, 0), (47, 0), (46, 1)]"
inv-0027,"(46, 1)",451,881,20,10,"[(46, 0), (46, 2)]"
inv-0027,"(46, 2)",510,884,16,7,"[(46, 1), (46, 3)]"
inv-0027,"(46, 3)",666,882,31,10,"[(46, 2), (46, 4)]"
inv-0027,"(46, 4)",754,883,40,10,"[(46, 3), (46, 5)]"
inv-0027,"(46, 5)",876,883,40,10,"[(46, 4), (46, 6)]"
inv-0027,"(46, 6)",929,884,64,10,"[(46, 5), (46, 7)]"
inv-0027,"(46, 7)",999,884,25,10,"[(46, 6), (46, 8)]"
inv-0027,"(46, 8)",1187,885,32,10,"[(46, 7), (46, 9)]"
inv-0027,"(46, 9)",1308,886,39,10,"[(46, 8)]"
inv-0027,"(47, 0)",70,896,287,12,"[(46, 0), (48, 0)]"
inv-0027,"(48, 0)",70,911,66,10,"[(47, 0), (49, 0)]"
inv-0027,"(49, 0)",70,929,266,13,"[(48, 0), (50, 0), (49, 1)]"
inv-0027,"(49, 1)",450,930,21,10,"[(49, 0), (49, 2)]"
inv-0027,"(49, 2)",509,933,17,7,"[(49, 1), (49, 3)]"
inv-0027,"(49, 3)",666,931,30,10,"[(49, 2), (49, 4)]"
inv-0027,"(49, 4)",754,932,39,10,"[(49, 3), (49, 5)]"
inv-0027,"(49, 5)",876,932,40,10,"[(49, 4), (49, 6)]"
inv-0027,"(49, 6)",929,933,63,11,"[(49, 5), (49, 7)]"
inv-0027,"(49, 7)",999,933,25,10,"[(49, 6), (49, 8)]"
inv-0027,"(49, 8)",1187,934,31,10,"[(49, 7), (49, 9)]"
inv-0027,"(49, 9)",1308,935,39,10,"[(49, 8)]"
inv-0027,"(50, 0)",70,945,287,11,"[(49, 0), (51, 0)]"
inv-0027,"(51, 0)",70,960,65,9,"[(50, 0), (52, 0)]"
inv-0027,"(52, 0)",69,977,267,13,"[(51, 0), (53, 0), (52, 1)]"
inv-0027,"(52, 1)",450,979,21,9,"[(52, 0), (52, 2)]"
inv-0027,"(52, 2)",509,982,16,7,"[(52, 1), (52, 3)]"
inv-0027,"(52, 3)",665,980,31,10,"[(52, 2), (52, 4)]"
inv-0027,"(52, 4)",753,980,40,10,"[(52, 3), (52, 5)]"
inv-0027,"(52, 5)",875,981,40,10,"[(52, 4), (52, 6)]"
inv-0027,"(52, 6)",928,981,64,10,"[(52, 5), (52, 7)]"
inv-0027,"(52, 7)",999,982,25,10,"[(52, 6), (52, 8)]"
inv-0027,"(52, 8)",1187,983,31,10,"[(52, 7), (52, 9)]"
inv-0027,"(52, 9)",1307,984,39,9,"[(52, 8)]"
inv-0027,"(53, 0)",70,993,287,12,"[(52, 0), (54, 0)]"
inv-0027,"(54, 0)",70,1009,65,9,"[(53, 0), (55, 0)]"
inv-0027,"(55, 0)",69,1026,266,13,"[(54, 0), (56, 0), (55, 1)]"
inv-0027,"(55, 1)",450,1027,20,10,"[(55, 0), (55, 2)]"
inv-0027,"(55, 2)",509,1030,16,8,"[(55, 1), (55, 3)]"
inv-0027,"(55, 3)",665,1029,31,10,"[(55, 2), (55, 4)]"
inv-0027,"(55, 4)",753,1029,40,10,"[(55, 3), (55, 5)]"
inv-0027,"(55, 5)",875,1030,40,10,"[(55, 4), (55, 6)]"
inv-0027,"(55, 6)",928,1030,63,11,"[(55, 5), (55, 7)]"
inv-0027,"(55, 7)",998,1031,25,9,"[(55, 6), (55, 8)]"
inv-0027,"(55, 8)",1186,1032,32,10,"[(55, 7), (55, 9)]"
inv-0027,"(55, 9)",1307,1033,39,9,"[(55, 8)]"
inv-0027,"(56, 0)",69,1042,287,12,"[(55, 0), (57, 0)]"
inv-0027,"(57, 0)",70,1057,65,10,"[(56, 0), (58, 0)]"
inv-0027,"(58, 0)",69,1075,266,13,"[(57, 0), (59, 0), (58, 1)]"
inv-0027,"(58, 1)",449,1076,21,10,"[(58, 0), (58, 2)]"
inv-0027,"(58, 2)",508,1079,17,7,"[(58, 1), (58, 3)]"
inv-0027,"(58, 3)",665,1077,30,10,"[(58, 2), (58, 4)]"
inv-0027,"(58, 4)",753,1078,39,10,"[(58, 3), (58, 5)]"
